file,source_page,alt_text_guess,suggested_chapter
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/front_din_spacing.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/front_din_spacing.jpg,front din spacing,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/led_cover_wiring_alt.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/led_cover_wiring_alt.jpg,led cover wiring alt,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/led_extrusion_cover.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/led_extrusion_cover.jpg,led extrusion cover,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/led_final.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/led_final.jpg,led final,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/led_route.png,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/led_route.png,led route,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/led_route.svg,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/led_route.svg,led route,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/led_splitter_placement.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/led_splitter_placement.jpg,led splitter placement,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/nevermore_base_placement.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/nevermore_base_placement.jpg,nevermore base placement,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/octopus_connections_final.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/octopus_connections_final.jpg,octopus connections final,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/octopus_prep.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/octopus_prep.jpg,octopus prep,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/octopus_pwr_connections.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/octopus_pwr_connections.jpg,octopus pwr connections,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/psu_switch.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/psu_switch.jpg,psu switch,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/s03_wire_ducts.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/s03_wire_ducts.jpg,s03 wire ducts,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/s04_mapping.png,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/s04_mapping.png,s04 mapping,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/s04_mapping.svg,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/s04_mapping.svg,s04 mapping,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/s04_steppers.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/s04_steppers.jpg,s04 steppers,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/s05_inlet.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/s05_inlet.jpg,s05 inlet,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/s06_mapping.png,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/s06_mapping.png,s06 mapping,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/s06_mapping.svg,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/s06_mapping.svg,s06 mapping,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/s06_psu.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/s06_psu.jpg,s06 psu,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/s07_controller_pwr.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/s07_controller_pwr.jpg,s07 controller pwr,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/s08_bed_wiring.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/s08_bed_wiring.jpg,s08 bed wiring,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/s08_mapping.png,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/s08_mapping.png,s08 mapping,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/s08_mapping.svg,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/s08_mapping.svg,s08 mapping,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/s09_toolhead_cable.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/s09_toolhead_cable.jpg,s09 toolhead cable,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/s10_e_motor_th.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/s10_e_motor_th.jpg,s10 e motor th,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/s10_mapping.png,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/s10_mapping.png,s10 mapping,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/s10_mapping.svg,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/s10_mapping.svg,s10 mapping,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/s11_fan_he.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/s11_fan_he.jpg,s11 fan he,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/s12_endstop_probe.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/s12_endstop_probe.jpg,s12 endstop probe,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/s12_mapping.png,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/s12_mapping.png,s12 mapping,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/s12_mapping.svg,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/s12_mapping.svg,s12 mapping,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/s13_misc.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/s13_misc.jpg,s13 misc,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/s14_mapping.png,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/s14_mapping.png,s14 mapping,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/s14_mapping.svg,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/s14_mapping.svg,s14 mapping,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/s14_rpi_usb.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/s14_rpi_usb.jpg,s14 rpi usb,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/s15_eth_lcd.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/s15_eth_lcd.jpg,s15 eth lcd,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/s15_mapping.png,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/s15_mapping.png,s15 mapping,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/s15_mapping.svg,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/s15_mapping.svg,s15 mapping,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/s16_duct_cover.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/s16_duct_cover.jpg,s16 duct cover,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/toolhead_breakout_pcb_final.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/toolhead_breakout_pcb_final.jpg,toolhead breakout pcb final,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/toolhead_octopus_final.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/toolhead_octopus_final.jpg,toolhead octopus final,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/uk25_1.png,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/uk25_1.png,uk25 1,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/uk25_2.png,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/uk25_2.png,uk25 2,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/uk25_3.png,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/uk25_3.png,uk25 3,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/uk25_4.png,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/uk25_4.png,uk25 4,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/uk25_5.png,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/uk25_5.png,uk25 5,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/uk25_diagrams.svg,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/uk25_diagrams.svg,uk25 diagrams,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/uk25_terminal_1.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/uk25_terminal_1.jpg,uk25 terminal 1,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/uk25_terminal_2.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/uk25_terminal_2.jpg,uk25 terminal 2,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/uk25_terminal_3.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/uk25_terminal_3.jpg,uk25 terminal 3,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/uk25_terminal_4.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/uk25_terminal_4.jpg,uk25 terminal 4,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/uk25_terminal_5.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/uk25_terminal_5.jpg,uk25 terminal 5,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/uk25_terminal_6.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/uk25_terminal_6.jpg,uk25 terminal 6,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/z_motor_orientation.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/z_motor_orientation.jpg,z motor orientation,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/z_motor_orientation2.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/z_motor_orientation2.jpg,z motor orientation2,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/z_stop_final.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/z_stop_final.jpg,z stop final,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/z_stop_install_1.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/z_stop_install_1.jpg,z stop install 1,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/z_stop_install_2.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/z_stop_install_2.jpg,z stop install 2,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/z_stop_install_3.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/z_stop_install_3.jpg,z stop install 3,10-wiring.md
docs/manual/assets/ldo/LDOVoron2/Images/WiringGuide/z_stop_parts.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/LDOVoron2/8270e8cf6c7ba29a7fd11d143c287bd3af576934/Images/WiringGuide/z_stop_parts.jpg,z stop parts,10-wiring.md
docs/manual/assets/ldo/Leviathan/Media/Leviathan V1.3.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/Leviathan/878c3c4893ea353552c957f574509f9890e1e37a/Media/Leviathan%20V1.3.jpg,Leviathan V1.3,09-electronics-bay.md / 12-software.md
docs/manual/assets/ldo/Leviathan/Media/back.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/Leviathan/878c3c4893ea353552c957f574509f9890e1e37a/Media/back.jpg,back,09-electronics-bay.md / 12-software.md
docs/manual/assets/ldo/Leviathan/Media/back_no_heatsink.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/Leviathan/878c3c4893ea353552c957f574509f9890e1e37a/Media/back_no_heatsink.jpg,back no heatsink,09-electronics-bay.md / 12-software.md
docs/manual/assets/ldo/Leviathan/Media/bootloader_led.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/Leviathan/878c3c4893ea353552c957f574509f9890e1e37a/Media/bootloader_led.jpg,bootloader led,09-electronics-bay.md / 12-software.md
docs/manual/assets/ldo/Leviathan/Media/bootloader_led_V1.3.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/Leviathan/878c3c4893ea353552c957f574509f9890e1e37a/Media/bootloader_led_V1.3.jpg,bootloader led V1.3,09-electronics-bay.md / 12-software.md
docs/manual/assets/ldo/Leviathan/Media/box.JPG,https://raw.githubusercontent.com/MotorDynamicsLab/Leviathan/878c3c4893ea353552c957f574509f9890e1e37a/Media/box.JPG,box,09-electronics-bay.md / 12-software.md
docs/manual/assets/ldo/Leviathan/Media/credits.png,https://raw.githubusercontent.com/MotorDynamicsLab/Leviathan/878c3c4893ea353552c957f574509f9890e1e37a/Media/credits.png,credits,09-electronics-bay.md / 12-software.md
docs/manual/assets/ldo/Leviathan/Media/drawing.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/Leviathan/878c3c4893ea353552c957f574509f9890e1e37a/Media/drawing.jpg,drawing,09-electronics-bay.md / 12-software.md
docs/manual/assets/ldo/Leviathan/Media/extensionport.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/Leviathan/878c3c4893ea353552c957f574509f9890e1e37a/Media/extensionport.jpg,extensionport,09-electronics-bay.md / 12-software.md
docs/manual/assets/ldo/Leviathan/Media/front.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/Leviathan/878c3c4893ea353552c957f574509f9890e1e37a/Media/front.jpg,front,09-electronics-bay.md / 12-software.md
docs/manual/assets/ldo/Leviathan/Media/front_no_heatsink.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/Leviathan/878c3c4893ea353552c957f574509f9890e1e37a/Media/front_no_heatsink.jpg,front no heatsink,09-electronics-bay.md / 12-software.md
docs/manual/assets/ldo/Leviathan/Media/frontsw1sw2.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/Leviathan/878c3c4893ea353552c957f574509f9890e1e37a/Media/frontsw1sw2.jpg,frontsw1sw2,09-electronics-bay.md / 12-software.md
docs/manual/assets/ldo/Leviathan/Media/frontsw1sw2_V1.3.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/Leviathan/878c3c4893ea353552c957f574509f9890e1e37a/Media/frontsw1sw2_V1.3.jpg,frontsw1sw2 V1.3,09-electronics-bay.md / 12-software.md
docs/manual/assets/ldo/Leviathan/Media/katapult_klipper_flash.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/Leviathan/878c3c4893ea353552c957f574509f9890e1e37a/Media/katapult_klipper_flash.jpg,katapult klipper flash,09-electronics-bay.md / 12-software.md
docs/manual/assets/ldo/Leviathan/Media/katapult_klipper_flash_UART.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/Leviathan/878c3c4893ea353552c957f574509f9890e1e37a/Media/katapult_klipper_flash_UART.jpg,katapult klipper flash UART,09-electronics-bay.md / 12-software.md
docs/manual/assets/ldo/Leviathan/Media/katapult_klipper_flash_UART_V1.3.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/Leviathan/878c3c4893ea353552c957f574509f9890e1e37a/Media/katapult_klipper_flash_UART_V1.3.jpg,katapult klipper flash UART V1.3,09-electronics-bay.md / 12-software.md
docs/manual/assets/ldo/Leviathan/Media/katapult_klipper_flash_V1.3.png,https://raw.githubusercontent.com/MotorDynamicsLab/Leviathan/878c3c4893ea353552c957f574509f9890e1e37a/Media/katapult_klipper_flash_V1.3.png,katapult klipper flash V1.3,09-electronics-bay.md / 12-software.md
docs/manual/assets/ldo/Leviathan/Media/katapult_uart.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/Leviathan/878c3c4893ea353552c957f574509f9890e1e37a/Media/katapult_uart.jpg,katapult uart,09-electronics-bay.md / 12-software.md
docs/manual/assets/ldo/Leviathan/Media/katapult_uart_V1.3.png,https://raw.githubusercontent.com/MotorDynamicsLab/Leviathan/878c3c4893ea353552c957f574509f9890e1e37a/Media/katapult_uart_V1.3.png,katapult uart V1.3,09-electronics-bay.md / 12-software.md
docs/manual/assets/ldo/Leviathan/Media/katapult_usb.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/Leviathan/878c3c4893ea353552c957f574509f9890e1e37a/Media/katapult_usb.jpg,katapult usb,09-electronics-bay.md / 12-software.md
docs/manual/assets/ldo/Leviathan/Media/katapult_usb_V1.3.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/Leviathan/878c3c4893ea353552c957f574509f9890e1e37a/Media/katapult_usb_V1.3.jpg,katapult usb V1.3,09-electronics-bay.md / 12-software.md
docs/manual/assets/ldo/Leviathan/Media/klipper_can.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/Leviathan/878c3c4893ea353552c957f574509f9890e1e37a/Media/klipper_can.jpg,klipper can,09-electronics-bay.md / 12-software.md
docs/manual/assets/ldo/Leviathan/Media/klipper_can_V1.3.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/Leviathan/878c3c4893ea353552c957f574509f9890e1e37a/Media/klipper_can_V1.3.jpg,klipper can V1.3,09-electronics-bay.md / 12-software.md
docs/manual/assets/ldo/Leviathan/Media/klipper_mcu_test.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/Leviathan/878c3c4893ea353552c957f574509f9890e1e37a/Media/klipper_mcu_test.jpg,klipper mcu test,09-electronics-bay.md / 12-software.md
docs/manual/assets/ldo/Leviathan/Media/klipper_uart.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/Leviathan/878c3c4893ea353552c957f574509f9890e1e37a/Media/klipper_uart.jpg,klipper uart,09-electronics-bay.md / 12-software.md
docs/manual/assets/ldo/Leviathan/Media/klipper_uart_V1.3.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/Leviathan/878c3c4893ea353552c957f574509f9890e1e37a/Media/klipper_uart_V1.3.jpg,klipper uart V1.3,09-electronics-bay.md / 12-software.md
docs/manual/assets/ldo/Leviathan/Media/klipper_usb.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/Leviathan/878c3c4893ea353552c957f574509f9890e1e37a/Media/klipper_usb.jpg,klipper usb,09-electronics-bay.md / 12-software.md
docs/manual/assets/ldo/Leviathan/Media/klipper_usb_V1.3.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/Leviathan/878c3c4893ea353552c957f574509f9890e1e37a/Media/klipper_usb_V1.3.jpg,klipper usb V1.3,09-electronics-bay.md / 12-software.md
docs/manual/assets/ldo/Leviathan/Media/lsusb.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/Leviathan/878c3c4893ea353552c957f574509f9890e1e37a/Media/lsusb.jpg,lsusb,09-electronics-bay.md / 12-software.md
docs/manual/assets/ldo/Leviathan/Media/lsusbkatapult.png,https://raw.githubusercontent.com/MotorDynamicsLab/Leviathan/878c3c4893ea353552c957f574509f9890e1e37a/Media/lsusbkatapult.png,lsusbkatapult,09-electronics-bay.md / 12-software.md
docs/manual/assets/ldo/Leviathan/Media/lsusbkatapult_V1.3.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/Leviathan/878c3c4893ea353552c957f574509f9890e1e37a/Media/lsusbkatapult_V1.3.jpg,lsusbkatapult V1.3,09-electronics-bay.md / 12-software.md
docs/manual/assets/ldo/Leviathan/Media/lsusbklipper.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/Leviathan/878c3c4893ea353552c957f574509f9890e1e37a/Media/lsusbklipper.jpg,lsusbklipper,09-electronics-bay.md / 12-software.md
docs/manual/assets/ldo/Leviathan/Media/lsusbklipper_V1.3.png,https://raw.githubusercontent.com/MotorDynamicsLab/Leviathan/878c3c4893ea353552c957f574509f9890e1e37a/Media/lsusbklipper_V1.3.png,lsusbklipper V1.3,09-electronics-bay.md / 12-software.md
docs/manual/assets/ldo/Leviathan/Media/overview.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/Leviathan/878c3c4893ea353552c957f574509f9890e1e37a/Media/overview.jpg,overview,09-electronics-bay.md / 12-software.md
docs/manual/assets/ldo/Leviathan/Media/perspective_view.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/Leviathan/878c3c4893ea353552c957f574509f9890e1e37a/Media/perspective_view.jpg,perspective view,09-electronics-bay.md / 12-software.md
docs/manual/assets/ldo/Leviathan/Media/pin_assignment.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/Leviathan/878c3c4893ea353552c957f574509f9890e1e37a/Media/pin_assignment.jpg,pin assignment,09-electronics-bay.md / 12-software.md
docs/manual/assets/ldo/Leviathan/Media/product_img_web1.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/Leviathan/878c3c4893ea353552c957f574509f9890e1e37a/Media/product_img_web1.jpg,product img web1,09-electronics-bay.md / 12-software.md
docs/manual/assets/ldo/Leviathan/Media/product_img_web2.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/Leviathan/878c3c4893ea353552c957f574509f9890e1e37a/Media/product_img_web2.jpg,product img web2,09-electronics-bay.md / 12-software.md
docs/manual/assets/ldo/Leviathan/Media/rpi4_installed.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/Leviathan/878c3c4893ea353552c957f574509f9890e1e37a/Media/rpi4_installed.jpg,rpi4 installed,09-electronics-bay.md / 12-software.md
docs/manual/assets/ldo/Leviathan/Media/rpi4_installed_UART_labels.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/Leviathan/878c3c4893ea353552c957f574509f9890e1e37a/Media/rpi4_installed_UART_labels.jpg,rpi4 installed UART labels,09-electronics-bay.md / 12-software.md
docs/manual/assets/ldo/Leviathan/Media/rpi4_installed_V1.3.jpg,https://raw.githubusercontent.com/MotorDynamicsLab/Leviathan/878c3c4893ea353552c957f574509f9890e1e37a/Media/rpi4_installed_V1.3.jpg,rpi4 installed V1.3,09-electronics-bay.md / 12-software.md
